IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",263
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",139
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",40
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",93
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",196
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",315
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",371
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",369
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",338
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",291
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",243
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",196
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",145
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",97
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",44
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",28,"Antigua and Barbuda","AG","ATG",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",9
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15719
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-8537
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-13201
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-16455
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-18723
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-19815
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-20486
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-20651
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-20326
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-20220
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-22775
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-23687
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-22674
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-22450
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-22381
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-22068
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-20109
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-18099
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-12517
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-7882
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-5003
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1117
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2978
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5275
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5794
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5464
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5215
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4931
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5742
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5397
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",292
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",314
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5589
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4133
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",32,"Argentina","AR","ARG",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3454
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",241
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",412
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",433
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",445
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",454
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",460
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",454
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",48,"1997",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",445
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",49,"1998",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",437
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",50,"1999",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",418
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",845
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",290
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",636
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",949
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1030
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",804
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1735
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1727
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1474
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1613
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1898
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1381
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1047
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1002
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",71,"2020",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",0
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",72,"2021",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",481
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",73,"2022",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1000.9999999999999
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",74,"2023",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1000.9999999999999
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",44,"Bahamas","BS","BHS",75,"2024",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1018
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",41,"1990",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1474
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",42,"1991",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1108
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",43,"1992",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1076
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",44,"1993",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1080
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",45,"1994",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1096
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",46,"1995",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1141
65,"Total net-migration","Total net number of migrants","World Population Prospects",2024,"United Nations Population Division",52,"Barbados","BB","BRB",47,"1996",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",-1164
